Indicator,Sim_ID,L1_Budget_Pct,L1_Label,Target_Percentile,V2_MAE_Acc
Height,0,0.9,25C_x_14K,20%,46.0
Height,0,0.9,25C_x_14K,30%,51.25
Height,0,0.9,25C_x_14K,40%,56.0
Height,0,0.9,25C_x_14K,50%,60.833333333333336
Height,0,0.9,25C_x_14K,60%,72.66666666666666
Height,0,0.9,25C_x_14K,70%,78.88888888888889
Height,0,0.9,25C_x_14K,80%,85.5
Height,0,0.9,25C_x_14K,90%,91.81818181818181
Height,0,1.0,25C_x_15K,10%,40.0
Height,0,1.0,25C_x_15K,100%,100.0
Height,0,1.0,25C_x_15K,20%,44.0
Height,0,1.0,25C_x_15K,30%,53.75
Height,0,1.0,25C_x_15K,40%,59.0
Height,0,1.0,25C_x_15K,50%,65.0
Height,0,1.0,25C_x_15K,60%,72.0
Height,0,1.0,25C_x_15K,70%,80.55555555555557
Height,0,1.0,25C_x_15K,80%,85.5
Height,0,1.0,25C_x_15K,90%,90.9090909090909
